name,bbg_root,ric_root,mktgroup,asset_class,quote_cols,currency,multiplier,low,high,max_change,max_spread_bps,avg_spread_bps,avg_vol_pct,spread_over_vol,local_tz,start_time,start_tz,end_time,end_tz
CL2,CL,CL,,futures-commo,price_bid_ask,USD,1000,1,1000,,100,2.69,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
CL3,CL,CL,,futures-commo,price_bid_ask,USD,1000,1,1000,,100,3.13,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
CO1,CO,LCO,,futures-commo,price_bid_ask,USD,1000,1,1000,,60,2.03,2.0871,0.0105,America/New_York,20:00:00,America/New_York,18:00:00,America/New_York
CO2,CO,LCO,,futures-commo,price_bid_ask,USD,1000,1,1000,,20,2.7,,,America/New_York,20:00:00,America/New_York,18:00:00,America/New_York
CO3,CO,LCO,,futures-commo,price_bid_ask,USD,1000,1,1000,,30,3.1,,,America/New_York,20:00:00,America/New_York,18:00:00,America/New_York
CT1,CT,CT,,futures-commo,price_bid_ask,USD,500,10,500,,300,8.3,,,America/New_York,21:00:00,America/New_York,0:00:00,America/New_York
CT2,CT,CT,,futures-commo,price_bid_ask,USD,500,10,500,,300,9,,,America/New_York,21:00:00,America/New_York,0:00:00,America/New_York
CT3,CT,CT,,futures-commo,price_bid_ask,USD,500,10,500,,300,11.57,,,America/New_York,21:00:00,America/New_York,0:00:00,America/New_York
CUA1,CUA,CUU,,futures-commo,price_bid_ask,USD,42000,0.1,10,,2500,206,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
FC1,FC,FC,XCME2,futures-commo,price_bid_ask,USD,500,10,1000,,100,3.8,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
FC2,FC,FC,XCME2,futures-commo,price_bid_ask,USD,500,10,1000,,60,4.27,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
FC3,FC,FC,XCME2,futures-commo,price_bid_ask,USD,500,10,1000,,60,4.88,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
GC1,GC,GC,XCEC,futures-commo,price_bid_ask,USD,100,100,10000,,50,0.75,1.0588,0.0071,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
GC2,GC,GC,XCEC,futures-commo,price_bid_ask,USD,100,100,10000,,50,1.3,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HG1,HG,HG,,futures-commo,price_bid_ask,USD,25000,0.25,25,,50,2,1.5184,0.0132,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HG2,HG,HG,,futures-commo,price_bid_ask,USD,25000,0.25,25,,80,2.74,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HG3,HG,HG,,futures-commo,price_bid_ask,USD,25000,0.25,25,,80,3.16,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HO1,HO,HO,,futures-commo,price_bid_ask,USD,42000,0,10,,150,3.53,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HO2,HO,HO,,futures-commo,price_bid_ask,USD,42000,0,10,,200,3.53,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
HO3,HO,HO,,futures-commo,price_bid_ask,USD,42000,0,10,,120,3.68,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
JO1,JO,OJ,,futures-commo,price_bid_ask,USD,150,10,500,,200,23.82,,,America/New_York,8:00:00,America/New_York,14:00:00,America/New_York
KC1,KC,KC,,futures-commo,price_bid_ask,USD,375,10,500,,100,6.28,,,America/New_York,4:15:00,America/New_York,13:30:00,America/New_York
KC2,KC,KC,,futures-commo,price_bid_ask,USD,375,10,500,,100,3.68,,,America/New_York,4:15:00,America/New_York,13:30:00,America/New_York
KC3,KC,KC,,futures-commo,price_bid_ask,USD,375,10,500,,60,8.44,,,America/New_York,4:15:00,America/New_York,13:30:00,America/New_York
KW1,KW,KW,,futures-commo,price_bid_ask,USD,50,100,5000,,180,6.32,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
KW2,KW,KW,,futures-commo,price_bid_ask,USD,50,100,5000,,120,6.83,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
KW3,KW,KW,,futures-commo,price_bid_ask,USD,50,100,5000,,150,6.74,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
LC1,LC,LC,,futures-commo,price_bid_ask,USD,400,10,500,,80,2.35,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
LC2,LC,LC,,futures-commo,price_bid_ask,USD,400,10,500,,60,3.06,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
LC3,LC,LC,,futures-commo,price_bid_ask,USD,400,10,500,,75,3.05,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
LH1,LH,LH,,futures-commo,price_bid_ask,USD,400,10,500,,120,5.69,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
LH2,LH,LH,,futures-commo,price_bid_ask,USD,400,10,500,,120,6.26,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
LH3,LH,LH,,futures-commo,price_bid_ask,USD,400,10,500,,120,6.1,,,America/New_York,9:30:00,America/New_York,14:05:00,America/New_York
NG1,NG,NG,,futures-commo,price_bid_ask,USD,10000,0.1,100,,100,5.6,3.0319,0.0185,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
NG2,NG,NG,,futures-commo,price_bid_ask,USD,10000,0.1,100,,150,6.4,2.7604,0.0232,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
NG3,NG,NG,,futures-commo,price_bid_ask,USD,10000,0.1,100,,500,7.73,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PA1,PA,PA,,futures-commo,price_bid_ask,USD,100,50,5000,,500,18,2.0629,0.0873,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PA2,PA,PA,,futures-commo,price_bid_ask,USD,100,50,5000,,350,18.87,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PA3,PA,PA,,futures-commo,price_bid_ask,USD,100,50,5000,,450,65.7,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PL1,PL,PL,,futures-commo,price_bid_ask,USD,50,100,10000,,50,5.69,1.444,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PL2,PL,PL,,futures-commo,price_bid_ask,USD,50,100,10000,,50,5.41,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PL3,PL,PL,,futures-commo,price_bid_ask,USD,50,100,10000,,150,12.17,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
RR1,RR,RR,,futures-commo,price_bid_ask,USD,2000,0.1,100,,200,16.17,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
S1,S ,S,,futures-commo,price_bid_ask,USD,50,100,5000,,100,2.61,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
S2,S ,S,,futures-commo,price_bid_ask,USD,50,100,5000,,40,2.98,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
S3,S ,S,,futures-commo,price_bid_ask,USD,50,100,5000,,40,3.21,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
SB1,SB,SB,,futures-commo,price_bid_ask,USD,1120,0,100,,50,6.51,,,America/New_York,3:30:00,America/New_York,13:00:00,America/New_York
SB2,SB,SB,,futures-commo,price_bid_ask,USD,1120,0,100,,60,7,,,America/New_York,3:30:00,America/New_York,13:00:00,America/New_York
SB3,SB,SB,,futures-commo,price_bid_ask,USD,1120,0,100,,60,7.56,,,America/New_York,3:30:00,America/New_York,13:00:00,America/New_York
SI1,SI,SI,,futures-commo,price_bid_ask,USD,5000,1,100,,50,2.76,1.9461,0.0142,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
SI2,SI,SI,,futures-commo,price_bid_ask,USD,5000,1,100,,80,4.19,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
SI3,SI,SI,,futures-commo,price_bid_ask,USD,5000,1,100,,80,5.07,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
SM1_Comdty,SM,SM,,futures-commo,price_bid_ask,USD,100,100,1000,,35,3.6,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
SM2_Comdty,SM,SM,,futures-commo,price_bid_ask,USD,100,100,1000,,80,4.12,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
SM3_Comdty,SM,SM,,futures-commo,price_bid_ask,USD,100,100,1000,,90,4.31,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
W1,W ,W,,futures-commo,price_bid_ask,USD,50,100,5000,,70,4.98,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
W2,W ,W,,futures-commo,price_bid_ask,USD,50,100,5000,,40,5.96,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
W3,W ,W,,futures-commo,price_bid_ask,USD,50,100,5000,,30,6.25,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
SCO1,SCO,SZZF,XSIM1,futures-commo,price_bid_ask,USD,100,10,1000,,2000,13,2.2412,0.058,Asia/Singapore,7:25:00,Asia/Singapore,5:00:00,Asia/Singapore
SCO2,SCO,SZZF,XSIM1,futures-commo,price_bid_ask,USD,100,10,1000,,2000,18,,,Asia/Singapore,7:25:00,Asia/Singapore,5:00:00,Asia/Singapore
DF1,DF,LRC,,futures-commo,price_bid_ask,USD,10,1000,5000,,35,7.57,,,Europe/London,9:00:00,Europe/London,17:30:00,Europe/London
DF2,DF,LRC,,futures-commo,price_bid_ask,USD,10,1000,5000,,50,9.18,,,Europe/London,9:00:00,Europe/London,17:30:00,Europe/London
DF3,DF,LRC,,futures-commo,price_bid_ask,USD,10,1000,5000,,60,11.58,,,Europe/London,9:00:00,Europe/London,17:30:00,Europe/London
LA1,LA,CMAL,,futures-commo,price_bid_ask,USD,25,1000,5000,,140,14,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
LL1,LL,CMPB,,futures-commo,price_bid_ask,USD,25,1000,5000,,350,23.31,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
LN1,LN,CMNI,,futures-commo,price_bid_ask,USD,6,1000,100000,,450,37.84,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
LT1,LT,CMSN,,futures-commo,price_bid_ask,USD,5,10000,100000,,130,38.07,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
LX1,LX,CMZN,,futures-commo,price_bid_ask,USD,25,1000,10000,,350,19.16,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MAL3=LX,LMAHDS03,MAL3=LX,,futures-commo,price_bid_ask,USD,25,100,10000,,200,4.3,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MCU3=LX,LMCADS03,MCU3=LX,,futures-commo,price_bid_ask,USD,25,1000,100000,,150,2.75,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MPB3=LX,LMPBDS03,MPB3=LX,,futures-commo,price_bid_ask,USD,25,,,,,,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MNI3=LX,LMNIDS03,MNI3=LX,,futures-commo,price_bid_ask,USD,6,3000,300000,,1000,9.7,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MSN3=LX,LMSNDS03,MSN3=LX,,futures-commo,price_bid_ask,USD,5,,,,,,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
MZN3=LX,LMZSDS03,MZN3=LX,,futures-commo,price_bid_ask,USD,25,100,10000,,250,5.8,,,Europe/London,1:00:00,Europe/London,19:00:00,Europe/London
QS1,QS,LGO,,futures-commo,price_bid_ask,USD,100,100,500000,,100,5.43,,,Europe/London,1:00:00,Europe/London,23:00:00,Europe/London
QS2,QS,LGO,,futures-commo,price_bid_ask,USD,100,100,500000,,60,5.52,,,Europe/London,1:00:00,Europe/London,23:00:00,Europe/London
QS3,QS,LGO,,futures-commo,price_bid_ask,USD,100,100,500000,,90,5.86,,,Europe/London,1:00:00,Europe/London,23:00:00,Europe/London
XB1,XB,RB,,futures-commo,price_bid_ask,USD,420,0,10,,80,3.96,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
XB2,XB,RB,,futures-commo,price_bid_ask,USD,420,0,10,,30,3.64,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
XB3,XB,RB,,futures-commo,price_bid_ask,USD,420,0,10,,60,3.92,,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
XP1,XP,YAP,XSFE,futures-equity,price_bid_ask,AUD,25,100,10000,,350,1.7,0.9073,0.0187,Australia/Sydney,9:50:00,Australia/Sydney,8:00:00,Australia/Sydney
BZ1,BZ,IND,,futures-equity,price_bid_ask,BRL,1,1,500000,,250,1.26,1.664,,America/Sao_Paulo,9:00:00,America/Sao_Paulo,18:00:00,America/Sao_Paulo
PT1,PT,SXF,XMOD2,futures-equity,price_bid_ask,CAD,200,100,10000,,150,1.65,0.9584,0.0172,Canada/Eastern,20:00:00,Canada/Eastern,16:30:00,Canada/Eastern
SM1,SM,FSMI,XEUR1,futures-equity,price_bid_ask,CHF,10,1000,100000,,70,1.5,0.9647,0.0155,Europe/Zurich,8:00:00,Europe/Zurich,22:00:00,Europe/Zurich
EO1,EO,AEX,,futures-equity,price_bid_ask,EUR,200,100,1000,,180,1.59,1.0945,,Europe/Amsterdam,8:00:00,Europe/Amsterdam,22:00:00,Europe/Amsterdam
CA1,CA,FESB,XEUR,futures-equity,price_bid_ask,EUR,50,10,1000,,400,9.2,1.8231,0.0505,Europe/Berlin,0:15:00,UTC,22:00:00,Europe/Berlin
VG1,VG,STXE,XEUR,futures-equity,price_bid_ask,EUR,10,100,10000,,50,2.7,1.3279,0.0203,Europe/Berlin,0:15:00,UTC,22:00:00,Europe/Berlin
GX1,GX,FDX,,futures-equity,price_bid_ask,EUR,25,1000,100000,,50,1.3,1.2822,,Europe/Berlin,0:15:00,UTC,22:00:00,Europe/Berlin
CF1,CF,FCE,,futures-equity,price_bid_ask,EUR,10,500,50000,,100,1.6,1.2422,,Europe/Paris,8:00:00,Europe/Paris,22:00:00,Europe/Paris
ST1,ST,IFS,,futures-equity,price_bid_ask,EUR,5,1000,100000,,150,2.8,1.3988,,Europe/Rome,8:00:00,Europe/Rome,22:00:00,Europe/Rome
IB1,IB,MFXI,,futures-equity,price_bid_ask,EUR,10,1000,50000,,50,2.34,1.3185,,Europe/Madrid,8:00:00,Europe/Madrid,20:00:00,Europe/Madrid
VH1,VH,STXX,,futures-equity,price_bid_ask,EUR,10,,,,,,,,,,,,
Z1,Z ,FFI,IFLL2,futures-equity,price_bid_ask,GBP,10,500,50000,,75,1.3,1.0323,,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
HC1,HC,HCEI,XHKF,futures-equity,price_bid_ask,HKD,50,1000,100000,,250,1.5,1.6825,0.0089,Asia/Hong_Kong,9:15:00,Asia/Hong_Kong,3:00:00,Asia/Hong_Kong
HI1,HI,HSI,XHKF,futures-equity,price_bid_ask,HKD,50,1000,100000,,20,0.9,1.3485,0.0067,Asia/Hong_Kong,9:15:00,Asia/Hong_Kong,3:00:00,Asia/Hong_Kong
JGS1,JGS,GIF,,futures-equity,price_bid_ask,USD,2,1000,100000,,100,,,,Asia/Singapore,9:00:00,Asia/Singapore,5:15:00,Asia/Singapore
NZ1,NZ,NIF,XNSE,futures-equity,price_bid_ask,INR,25,1000,100000,,15,0.8,,,Asia/Kolkata,9:15:00,Asia/Kolkata,15:30:00,Asia/Kolkata
AF1,AF,NBN,XNSE,futures-equity,price_bid_ask,INR,15,1000,100000,,20,1.2,,,Asia/Kolkata,9:15:00,Asia/Kolkata,15:30:00,Asia/Kolkata
NK1,NK,JNI,,futures-equity,price_bid_ask,JPY,1000,1000,100000,,100,3.9,1.3617,0.0286,Asia/Tokyo,8:45:00,Asia/Tokyo,5:55:00,Asia/Tokyo
NO1,NO,JNM,XOSE,futures-equity,price_bid_ask,JPY,100,1000,100000,,50,2,1.3885,0.0144,Asia/Tokyo,8:45:00,Asia/Tokyo,5:55:00,Asia/Tokyo
TMI1,TMI,JTM,,futures-equity,price_bid_ask,JPY,1000,100,10000,,300,1.7,1.2453,0.0137,Asia/Tokyo,8:45:00,Asia/Tokyo,5:55:00,Asia/Tokyo
TP1,TP,JTI,,futures-equity,price_bid_ask,JPY,10000,100,5000,,200,2.86,,,Asia/Tokyo,8:45:00,Asia/Tokyo,6:00:00,Asia/Tokyo
KM1,KM,KS,XKFE,futures-equity,price_bid_ask,KRW,250000,10,1000,,10,1.6,1.3151,0.0122,Asia/Seoul,8:45:00,Asia/Seoul,15:35:00,Asia/Seoul
IS1,IS,IPC,,futures-equity,price_bid_ask,MXN,10,10000,500000,,400,10.84,0.9777,,America/Mexico_City,7:30:00,America/Mexico_City,15:00:00,America/Mexico_City
IK1_Index,IK,FKLI,,futures-equity,price_bid_ask,MYR,50,10,500,,,,,,Asia/Kuala_Lumpur,8:45:00,Asia/Kuala_Lumpur,17:15:00,Asia/Kuala_Lumpur
KRS1,KRS,FW2020,,futures-equity,price_bid_ask,PLN,20,1000,5000,,15,5.08,1.2541,,Europe/Warsaw,9:00:00,Europe/Warsaw,17:00:00,Europe/Warsaw
VE1,VE,RIRTS,,futures-equity,price_bid_ask,RUB,0.02,10000,500000,,250,1.14,2.084,,Europe/Moscow,10:00:00,Europe/Moscow,18:40:00,Europe/Moscow
QC1,QC,OMXS30,XSTO,futures-equity,price_bid_ask,SEK,100,100,10000,,100,1.6,1.2554,,Europe/Stockholm,9:00:00,Europe/Stockholm,17:25:00,Europe/Stockholm
QZ1,QZ,SSG,,futures-equity,price_bid_ask,SGD,100,10,1000,,100,2.1,1.0328,0.0203,Asia/Singapore,8:30:00,Asia/Singapore,5:15:00,Asia/Singapore
BC1,BC,S50,,futures-equity,price_bid_ask,THB,200,50,5000,,50,1.2,1.2923,0.0093,Asia/Bangkok,9:45:00,Asia/Bangkok,16:55:00,Asia/Bangkok
A51,A5,XU030,,futures-equity,price_bid_ask,TRY,10,10,10000,,150,1.97,1.686,,Turkey,9:30:00,Turkey,4:45:00,Turkey
FT1,FT,TX,,futures-equity,price_bid_ask,TWD,200,1000,100000,,50,0.98,1.1563,0.0085,Asia/Taipei,8:45:00,Asia/Taipei,5:00:00,Asia/Taipei
MX1,MX,MTX,,futures-equity,price_bid_ask,TWD,50,1000,100000,,50,0.88,,,Asia/Taipei,8:45:00,Asia/Taipei,5:00:00,Asia/Taipei
DM1,DM,YM,XCME,futures-equity,price_bid_ask,USD,5,1000,100000,,50,0.64,0.9752,0.0066,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
ES1,ES,ES,XCME,futures-equity,price_bid_ask,USD,50,100,10000,,20,0.71,1.0685,0.0066,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
FA1,FA,DM,XCME,futures-equity,price_bid_ask,USD,100,100,10000,,1000,3.1,1.1611,0.0267,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
MES1,MES,MEM,IFUS,futures-equity,price_bid_ask,USD,50,100,10000,,400,1.5,1.2928,0.0116,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
MFS1,MFS,MFS,,futures-equity,price_bid_ask,USD,50,100,10000,,690,1.45,1.0977,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
NQ1,NQ,NQ,XCME,futures-equity,price_bid_ask,USD,20,500,50000,,30,0.49,1.3625,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
RTY1,RTY,RTY,XCME,futures-equity,price_bid_ask,USD,50,100,10000,,100,1.2,1.325,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
TWT1,TWT,STWN,,futures-equity,price_bid_ask,USD,40,,,,,,,,Asia/Singapore,8:45:00,Asia/Singapore,5:15:00,Asia/Singapore
IH1,IH,SIN,,futures-equity,price_bid_ask,USD,2,1000,100000,,150,1.4,1.2277,,Asia/Singapore,9:00:00,Asia/Singapore,5:15:00,Asia/Singapore
XU1,XU,SFC,,futures-equity,price_bid_ask,USD,1,5000,50000,,150,1.27,,,Asia/Singapore,9:00:00,Asia/Singapore,4:45:00,Asia/Singapore
AI1,AI,ALSI,,futures-equity,price_bid_ask,ZAR,10,1500,150000,,1000,,1.2393,,Africa/Johannesburg,8:30:00,Africa/Johannesburg,17:30:00,Africa/Johannesburg
XID1,XID,SDIU,,futures-fx_em,price_bid_ask,USD,200,10,1000,,100,1.8,,,Asia/Singapore,7:25:00,Asia/Singapore,5:15:00,Asia/Singapore
XUW1,XUW,SDKU,,futures-fx_em,price_bid_ask,USD,,,,,,,,,Asia/Singapore,,Asia/Singapore,,Asia/Singapore
XUC1,XUC,SUC,,futures-fx_em,price_bid_ask,CNH,100000,1,100,,100,0.64,,,Asia/Singapore,7:25:00,Asia/Singapore,5:15:00,Asia/Singapore
UCA1,UCA,HCUS,XHKF,futures-fx_em,price_bid_ask,CNH,100000,1,100,,200,0.66,0.2776,0.0238,Asia/Hong_Kong,8:30:00,Asia/Hong_Kong,3:00:00,Asia/Hong_Kong
BR1,BR,BR,XCME1,futures-fx_em,price_bid_ask,USD,100000,0,1,,100,3.22,0.979,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
PE1,PE,MP,XCME1,futures-fx_em,price_bid_ask,USD,500000,0.005,0.5,,150,2.3,0.6675,0.0345,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
RA1,RA,RA,XCME1,futures-fx_em,price_bid_ask,USD,500000,0.005,0.5,,350,8.69,1.0269,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
AD1,AD,AD,XCME1,futures-fx_g10,price_bid_ask,USD,100000,0.1,10,,50,1.1,0.7212,0.0153,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
BP1,BP,BP,XCME1,futures-fx_g10,price_bid_ask,USD,62500,0.1,10,,50,0.9,0.5522,0.0163,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
CD1,CD,CD,XCME1,futures-fx_g10,price_bid_ask,USD,100000,0.1,10,,70,0.76,0.5051,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
EC1,EC,URO,XCME1,futures-fx_g10,price_bid_ask,USD,125000,0.1,10,,25,0.51,0.57,0.0089,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
JY1,JY,JY,XCME1,futures-fx_g10,price_bid_ask,USD,12500000,0.001,0.1,,40,0.675,0.5877,0.0115,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
NO1_Curncy,NO,NOKA,XCME1,futures-fx_g10,price_bid_ask,USD,20000,0.025,2.5,,1000,5.9,0.7489,0.0788,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
NV1,NV,NE,XCME1,futures-fx_g10,price_bid_ask,USD,100000,0.1,10,,100,1.6,0.7442,0.0215,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
SE1,SE,SEKA,XCME1,futures-fx_g10,price_bid_ask,USD,20000,,,,,,0.6851,,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
SF1,SF,SF,XCME1,futures-fx_g10,price_bid_ask,USD,125000,0.1,10,,500,1.1,0.6271,0.0175,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
IR1,IR,YBA,,futures-stir,price_bid_ask,AUD,10000,10,1000,,10,0.25,0.0074,0.3378,Australia/Sydney,8:28:00,Australia/Sydney,7:30:00,Australia/Sydney
IR2,IR,YBA,,futures-stir,price_bid_ask,AUD,10000,10,1000,,10,0.255,0.0097,0.2629,Australia/Sydney,8:28:00,Australia/Sydney,7:30:00,Australia/Sydney
IR3,IR,YBA,,futures-stir,price_bid_ask,AUD,10000,10,1000,,10,0.26,0.0109,0.2385,Australia/Sydney,8:28:00,Australia/Sydney,7:30:00,Australia/Sydney
IR4,IR,YBA,,futures-stir,price_bid_ask,AUD,10000,10,1000,,10,0.26,0.0119,0.2185,Australia/Sydney,8:28:00,Australia/Sydney,7:30:00,Australia/Sydney
IR5,IR,YBA,,futures-stir,price_bid_ask,AUD,10000,10,1000,,10,0.27,0.0125,0.216,Australia/Sydney,8:28:00,Australia/Sydney,7:30:00,Australia/Sydney
BA1,BA,BAX,,futures-stir,price_bid_ask,CAD,2500,10,1000,,50,0.54,0.0271,0.1993,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
BA2,BA,BAX,,futures-stir,price_bid_ask,CAD,2500,10,1000,,50,0.55,0.041,0.1341,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
BA3,BA,BAX,,futures-stir,price_bid_ask,CAD,2500,10,1000,,50,0.56,0.0489,0.1145,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
BA4,BA,BAX,,futures-stir,price_bid_ask,CAD,2500,10,1000,,50,0.57,0.0534,0.1067,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
BA5,BA,BAX,,futures-stir,price_bid_ask,CAD,2500,10,1000,,50,0.76,0.0551,0.1379,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
COR1,COR,CRA,,futures-stir,price_bid_ask,CAD,2500,,,,,,,,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
COR4,COR,CRA,,futures-stir,price_bid_ask,CAD,2500,10,1000,,40,0.59,,,Canada/Eastern,2:00:00,Canada/Eastern,16:30:00,Canada/Eastern
SSY1,SSY,SARO3,,futures-stir,price_bid_ask,CHF,2500,10,1000,,50,0.59,0.012,0.4917,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SSY2,SSY,SARO3,,futures-stir,price_bid_ask,CHF,2500,10,1000,,50,0.63,0.0202,0.3119,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SSY3,SSY,SARO3,,futures-stir,price_bid_ask,CHF,2500,10,1000,,50,0.66,0.0248,0.2661,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SSY4,SSY,SARO3,,futures-stir,price_bid_ask,CHF,2500,10,1000,,50,0.84,0.0288,0.2917,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SSY5,SSY,SARO3,,futures-stir,price_bid_ask,CHF,2500,10,1000,,50,0.94,0.032,0.2938,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
ER1,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.51,0.0152,0.3355,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
ER2,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.515,0.0215,0.2395,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
ER3,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.52,0.0259,0.2008,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
ER4,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.52,0.03,0.1733,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
ER5,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.525,0.0332,0.1581,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
ER6,ER,FEI,IFLL1,futures-stir,price_bid_ask,EUR,2500,10,1000,,10,0.53,,,Europe/London,1:00:00,Europe/London,21:00:00,Europe/London
SFI1,SFI,SON3,,futures-stir,price_bid_ask,GBP,2500,10,1000,,10,0.44,0.0153,0.2876,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SFI2,SFI,SON3,,futures-stir,price_bid_ask,GBP,2500,10,1000,,10,0.57,0.0229,0.2489,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
SFI3,SFI,SON3,,futures-stir,price_bid_ask,GBP,2500,10,1000,,10,0.64,0.033,0.1939,Europe/London,7:30:00,Europe/London,18:00:00,Europe/London
